airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total,average_delay_time,hours_delayed_total,weather_delay
IAD,"Washington, DC: Washington Dulles International",August,2008.0,6559,520,480.0,371,5,39,1413,32112.0,37446,20350.0,117,3009,93034,65.8414720452937,1550.5666666666666,331.4
ORD,"Chicago, IL: Chicago O'Hare International",August,2008.0,30773,1334,2151.0,2051,10,170,5713,97823.0,148207,135281.0,353,14584,396248,69.35900577629967,6604.133333333333,1635.7
SAN,"San Diego, CA: San Diego International",August,2008.0,8346,452,608.0,334,2,41,1437,,34449,13513.0,73,4152,73938,51.45302713987474,1232.3,357.0
SFO,"San Francisco, CA: San Francisco International",August,2008.0,12646,785,881.0,1490,5,74,3234,45874.0,60853,81837.0,169,6735,195468,60.44155844155844,3257.8,934.3
SLC,"Salt Lake City, UT: Salt Lake City International",August,2008.0,12382,478,516.0,358,3,33,1390,26427.0,29675,12877.0,170,3373,72522,52.17410071942446,1208.7,331.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2008.0,33099,1247,1335.0,1822,4,147,4556,83034.0,57857,,485,9532,216088,47.42932396839333,3601.4666666666667,1731.8
DEN,"Denver, CO: Denver International",September,2008.0,19141,669,730.0,808,0,34,2241,,39265,23352.0,39,2431,103004,45.96340919232485,1716.7333333333333,778.2
IAD,"Washington, DC: Washington Dulles International",September,2008.0,5814,378,319.0,423,0,25,1146,21362.0,22421,13345.0,10,1905,59043,51.52094240837696,984.05,395.65
ORD,"Chicago, IL: Chicago O'Hare International",September,2008.0,28251,916,1466.0,3509,5,112,6008,68440.0,97494,223965.0,105,8463,398467,66.32273635153129,6641.116666666667,2832.65
SAN,"San Diego, CA: San Diego International",September,2008.0,7131,273,243.0,184,1,9,710,12269.0,11810,5670.0,44,294,30087,42.37605633802817,501.45,201.5
SFO,"San Francisco, CA: San Francisco International",September,2008.0,11323,475,469.0,998,1,37,1976,26390.0,29521,55832.0,23,2384,114150,57.76821862348178,1902.5,826.4000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",September,2008.0,10479,235,226.0,198,3,16,677,12647.0,10640,6229.0,77,935,30528,45.0930576070901,508.8,212.5
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2008.0,34700,925,2153.0,3434,2,89,6603,65662.0,124453,152851.0,238,8060,351264,53.1976374375284,5854.4,2967.0
DEN,"Denver, CO: Denver International",October,2008.0,19609,628,686.0,828,8,40,2189,34177.0,35384,23929.0,211,4622,98323,44.9168570123344,1638.7166666666667,784.0
IAD,"Washington, DC: Washington Dulles International",October,2008.0,5914,342,233.0,247,0,25,848,,16423,9150.0,0,1453,46841,55.237028301886795,780.6833333333333,255.45
ORD,"Chicago, IL: Chicago O'Hare International",October,2008.0,28834,861,1012.0,2203,5,79,4157,60166.0,58538,114397.0,128,5295,238524,57.37887899927833,3975.4,1814.55
SAN,"San Diego, CA: San Diego International",October,2008.0,7364,260,225.0,236,4,41,765,11722.0,10527,7428.0,122,3488,33287,43.51241830065359,554.7833333333333,261.9
SFO,"San Francisco, CA: San Francisco International",October,2008.0,11657,473,581.0,1008,2,36,2098,25492.0,33750,47745.0,27,2354,109368,52.129647283126786,1822.8,865.5
SLC,"Salt Lake City, UT: Salt Lake City International",October,2008.0,10617,204,261.0,249,2,11,728,11018.0,11841,6733.0,70,821,30483,41.872252747252745,508.05,251.14999999999998
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2008.0,33872,995,2573.0,4153,7,124,7851,71867.0,166016,193024.0,237,10278,441422,56.2249394981531,7357.033333333334,3595.3500000000004
DEN,"Denver, CO: Denver International",November,2008.0,18588,548,845.0,821,5,44,2265,32125.0,50196,24869.0,188,3370,110748,48.89536423841059,1845.8,831.15
IAD,"Washington, DC: Washington Dulles International",November,2008.0,5619,330,253.0,256,3,19,858,19352.0,17751,9132.0,77,1055,47367,55.20629370629371,789.45,261.3
ORD,"Chicago, IL: Chicago O'Hare International",November,2008.0,25294,712,1131.0,2176,5,83,4108,52246.0,73042,117465.0,153,6331,249237,60.67112950340798,4153.95,1836.7
SAN,"San Diego, CA: San Diego International",November,2008.0,6917,266,312.0,278,2,40,898,13255.0,17044,12585.0,47,4238,47169,52.52672605790646,786.15,314.3
SFO,"San Francisco, CA: San Francisco International",November,2008.0,10753,363,654.0,1259,1,43,2321,20079.0,44913,75024.0,31,2250,142297,61.30848772080999,2371.616666666667,1057.55
SLC,"Salt Lake City, UT: Salt Lake City International",November,2008.0,10095,183,354.0,300,1,8,847,9833.0,19191,8343.0,40,770,38177,45.07319952774498,636.2833333333333,309.2
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",,2008.0,33903,,1109.10407239819,4955,7,392,11791,134176.0,273454,211864.0,183,32081,651758,55.27588838944958,10862.633333333333,3945.481221719457
DEN,"Denver, CO: Denver International",December,2008.0,19813,1322,2417.0,2328,10,260,6338,79502.0,167964,96453.0,351,23827,368097,58.077784790154624,6134.95,2498.3
IAD,"Washington, DC: Washington Dulles International",December,2008.0,5845,531,510.0,380,2,70,1494,35199.0,41769,18161.0,155,5800,101084,67.6599732262383,1684.7333333333333,470.0
ORD,"Chicago, IL: Chicago O'Hare International",December,2008.0,26388,1456,1109.10407239819,4440,6,330,9506,120429.0,297209,325082.0,302,37614,780636,82.12034504523459,13010.6,3548.731221719457
SAN,"San Diego, CA: San Diego International",December,2008.0,7085,575,950.0,665,4,72,2265,32137.0,64173,29199.0,116,6770,132395,58.45253863134658,2206.5833333333335,789.25
SFO,"San Francisco, CA: San Francisco International",December,2008.0,11210,720,1378.0,2039,5,133,4277,48074.0,107717,120665.0,162,10895,287513,67.22305354220248,4791.883333333333,1871.75
SLC,"Salt Lake City, UT: Salt Lake City International",December,2008.0,10859,630,1430.0,1009,7,140,3216,42149.0,101624,47410.0,190,12693,204066,63.45335820895522,3401.1,1224.85
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,,33320,1226,2806.0,4172,7,252,8463,79488.0,154998,151789.0,269,21118,407662,48.16991610539998,6794.366666666667,3805.6000000000004
DEN,"Denver, CO: Denver International",,2009.0,19447,820,1347.0,1562,7,126,3863,49701.0,75888,51492.0,188,9679,186948,48.394512037276726,3115.8,1545.4
IAD,"Washington, DC: Washington Dulles International",January,2009.0,5556,368,291.0,271,2,48,980,21402.0,18840,10158.0,84,3433,53917,55.01734693877551,898.6166666666667,311.45
ORD,"Chicago, IL: Chicago O'Hare International",January,2009.0,25985,1078,1967.0,2977,7,228,6255,81853.0,133963,157872.0,320,18154,392162,62.69576338928857,6536.033333333334,2753.15
SAN,"San Diego, CA: San Diego International",January,2009.0,6919,347,424.0,315,3,41,1127,17060.0,20567,11168.0,58,2990,51843,46.00088731144632,864.05,372.95
SFO,"San Francisco, CA: San Francisco International",,2009.0,10948,427,812.0,1320,9,104,2669,25726.0,56666,75316.0,269,7315,165292,61.930310977894344,2754.866666666667,1205.6
SLC,"Salt Lake City, UT: Salt Lake City International",January,2009.0,11051,367,736.0,649,5,83,1840,20241.0,40790,22218.0,174,6510,89933,48.87663043478261,1498.8833333333334,725.65
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",,2009.0,30762,776,1910.0,2842,4,101,5636,54986.0,112283,120975.0,176,9286,297706,52.8222143364088,4961.766666666666,2521.3
DEN,"Denver, CO: Denver International",February,2009.0,17977,591,893.0,992,2,52,2528,32795.0,51553,29829.0,59,3552,117788,46.59335443037975,1963.1333333333334,964.7
IAD,"Washington, DC: Washington Dulles International",February,2009.0,5057,271,203.0,212,0,14,703,16983.0,13263,9431.0,0,769,40446,57.53342816500711,674.1,212.70000000000002
ORD,"Chicago, IL: Chicago O'Hare International",February,2009.0,23916,759,1130.0,1706,3,95,3696,58950.0,75703,100888.0,169,8055,243765,65.95373376623377,4062.75,1542.9
SAN,"San Diego, CA: San Diego International",February,2009.0,6325,358,408.0,467,2,25,1257,17426.0,21322,14463.0,49,1437,54697,43.51392203659507,911.6166666666667,450.95
SFO,"San Francisco, CA: San Francisco International",February,2009.0,10016,391,732.0,2382,2,91,3599,25807.0,66439,170543.0,88,8565,271442,75.42150597388164,4524.033333333334,1858.8999999999999
SLC,"Salt Lake City, UT: Salt Lake City International",February,2009.0,9995,234,522.0,418,3,24,1200,,26460,11658.0,66,2148,52300,43.583333333333336,871.6666666666666,452.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",,2009.0,35669,1339,3914.0,5535,1,266,11059,101638.0,275312,282745.0,36,23965,683696,61.82258793742653,11394.933333333332,5037.95
DEN,"Denver, CO: Denver International",March,2009.0,20593,714,1377.0,1152,5,111,3356,41626.0,81892,42010.0,160,9581,175269,52.225566150178786,2921.15,1272.9
IAD,"Washington, DC: Washington Dulles International",March,2009.0,5775,411,292.0,244,1,40,989,26454.0,19853,10253.0,20,3276,59856,60.52173913043478,997.6,286.2
ORD,"Chicago, IL: Chicago O'Hare International",March,2009.0,26964,928,1514.0,2274,3,115,4835,73674.0,104922,137207.0,237,9456,325496,67.32078593588417,5424.933333333333,2047.3000000000002
SAN,"San Diego, CA: San Diego International",March,2009.0,7052,370,476.0,383,1,40,1268,16791.0,24612,12724.0,43,2300,56470,44.534700315457414,941.1666666666666,431.75
SFO,"San Francisco, CA: San Francisco International",March,2009.0,11296,465,787.0,1582,5,55,2892,29265.0,53290,79527.0,131,3154,165367,57.18084370677732,2756.116666666667,1319.3999999999999
SLC,"Salt Lake City, UT: Salt Lake City International",March,2009.0,11207,296,609.0,522,3,39,1470,16941.0,32687,16107.0,69,3334,69138,47.03265306122449,1152.3,561.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,,34417,1264,3061.0,4407,3,192,8923,103303.0,220587,223953.0,70,21435,569348,63.80679143785722,9489.133333333333,2873.1000000000004
DEN,"Denver, CO: Denver International",April,2009.0,19127,716,1182.0,1062,2,102,3063,39188.0,70079,39048.0,108,9204,157627,51.46163891609533,2627.116666666667,881.3999999999999
IAD,"Washington, DC: Washington Dulles International",April,2009.0,5558,338,213.0,259,0,27,837,21485.0,15044,11563.0,11,2520,50623,60.48148148148148,843.7166666666667,194.50000000000003
ORD,"Chicago, IL: Chicago O'Hare International",April,2009.0,25871,916,1344.0,2209,1,119,4587,65455.0,92715,143504.0,29,11649,313352,68.3130586439939,5222.533333333334,1405.8
SAN,"San Diego, CA: San Diego International",April,2009.0,6824,329,484.0,231,4,26,1074,15089.0,25543,7792.0,126,2039,50589,47.10335195530726,843.15,263.6
SFO,"San Francisco, CA: San Francisco International",April,2009.0,10990,438,687.0,1224,1,55,2406,24885.0,47952,67652.0,25,4824,145338,60.406483790523694,2422.3,750.7
SLC,"Salt Lake City, UT: Salt Lake City International",April,2009.0,10741,276,492.0,393,2,20,1188,15498.0,25347,11060.0,86,1623,53614,45.129629629629626,893.5666666666667,324.8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2009.0,35135,1342,3211.0,5579,2,193,10324,88233.0,189781,219658.0,37,13481,511190,49.51472297559086,8519.833333333334,3387.8999999999996
DEN,"Denver, CO: Denver International",May,2009.0,19761,668,986.0,1235,3,85,2975,36803.0,56085,41823.0,73,5743,140527,47.23596638655462,2342.116666666667,874.8
IAD,"Washington, DC: Washington Dulles International",May,2009.0,5644,374,240.0,417,2,47,1081,22848.0,14592,20722.0,70,3140,61372,56.77335800185014,1022.8666666666667,285.8
ORD,"Chicago, IL: Chicago O'Hare International",,2009.0,26509,869,1240.0,1770,4,121,4002,58896.0,77015,96432.0,115,10452,242910,60.69715142428785,4048.5,1643.5
SAN,"San Diego, CA: San Diego International",May,2009.0,7178,314,451.0,219,1,17,1002,14799.0,22431,7221.0,39,1083,45573,45.48203592814371,759.55,239.89999999999998
SFO,"San Francisco, CA: San Francisco International",May,2009.0,11491,423,769.0,2215,4,68,3481,27359.0,52358,128827.0,145,4949,213638,61.3725940821603,3560.633333333333,1184.7
SLC,"Salt Lake City, UT: Salt Lake City International",May,2009.0,10956,263,320.0,347,3,12,942,12742.0,16133,9611.0,72,713,39271,41.68895966029724,654.5166666666667,246.8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2009.0,36343,1442,3110.0,3190,3,225,7967,105390.0,202976,154349.0,119,20912,483746,60.71871469812979,8062.433333333333,2434.0
DEN,"Denver, CO: Denver International",June,2009.0,20995,1002,1772.0,2959,11,217,5962,61319.0,120333,140309.0,309,18318,340588,57.126467628312646,5676.466666666666,1932.2000000000003
IAD,"Washington, DC: Washington Dulles International",June,2009.0,5962,478,333.0,445,0,57,1311,33207.0,25397,28452.0,5,5099,92160,70.2974828375286,1536.0,334.9
ORD,"Chicago, IL: Chicago O'Hare International",June,2009.0,26907,1372,1777.0,2342,6,174,5672,103470.0,125247,157984.0,229,18857,405787,71.54213681241185,6763.116666666667,1643.9
SAN,"San Diego, CA: San Diego International",June,2009.0,7296,491,706.0,529,4,24,1755,24501.0,39083,18805.0,154,2407,84950,48.40455840455841,1415.8333333333333,447.4
SFO,"San Francisco, CA: San Francisco International",June,2009.0,12033,609,1129.0,1947,4,67,3754,,82894,110176.0,171,6824,236256,62.93446989877464,3937.6,1184.5
SLC,"Salt Lake City, UT: Salt Lake City International",June,2009.0,11972,448,831.0,860,1,36,2177,25100.0,44838,29178.0,34,2538,101688,46.71015158474965,1694.8,629.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2009.0,38241,,3906.0,4649,6,258,10482,,277184,257627.0,188,23460,691581,65.9779622209502,11526.35,3289.4000000000005
DEN,"Denver, CO: Denver International",July,2009.0,21627,995,1559.0,1951,7,162,4674,56155.0,89098,77479.0,225,10998,233955,50.05455712451862,3899.25,1410.1000000000001
IAD,"Washington, DC: Washington Dulles International",July,2009.0,6170,373,294.0,394,1,53,1114,23834.0,22329,19252.0,38,4470,69923,62.76750448833034,1165.3833333333334,298.8
ORD,"Chicago, IL: Chicago O'Hare International",July,2009.0,27567,1234,1473.0,1394,2,142,4241,91590.0,88195,52467.0,66,9309,241627,56.974062721056356,4027.116666666667,1141.5
SAN,"San Diego, CA: San Diego International",July,2009.0,7553,487,613.0,313,1,34,1448,21784.0,31314,10720.0,21,2423,66262,45.761049723756905,1104.3666666666666,343.1
SFO,"San Francisco, CA: San Francisco International",July,2009.0,12516,634,1090.0,1389,6,66,3186,39088.0,68074,67056.0,169,4820,179207,56.24827369742624,2986.7833333333333,948.6
SLC,"Salt Lake City, UT: Salt Lake City International",July,2009.0,12642,512,730.0,550,5,29,1824,,36653,15740.0,126,2030,83661,45.86677631578947,1394.35,468.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2009.0,37499,1495,3487.0,4727,5,271,9980,103771.0,224281,213769.0,150,22032,564003,56.51332665330661,9400.05,3207.9
DEN,"Denver, CO: Denver International",August,2009.0,21343,893,1299.0,1018,13,90,3312,50386.0,71001,37497.0,746,5228,164858,49.77596618357488,2747.633333333333,886.9000000000001
IAD,"Washington, DC: Washington Dulles International",August,2009.0,6055,393,256.0,408,0,55,1113,25838.0,17483,21362.0,7,4346,69036,62.02695417789757,1150.6,295.0
ORD,"Chicago, IL: Chicago O'Hare International",August,2009.0,27575,1239,1713.0,2283,16,194,5442,87265.0,110571,121819.0,1433,17375,338463,62.19459757442117,5641.05,1621.1
SAN,"San Diego, CA: San Diego International",August,2009.0,7382,388,445.0,254,5,37,1128,18054.0,24167,,168,2750,54085,47.947695035460995,901.4166666666666,272.1
SFO,"San Francisco, CA: San Francisco International",August,2009.0,12470,553,963.0,1278,8,65,2862,34085.0,59634,66975.0,221,3613,164528,57.48707197763802,2742.133333333333,865.1
SLC,"Salt Lake City, UT: Salt Lake City International",,2009.0,12268,414,625.0,441,5,26,1509,22239.0,29460,12802.0,435,1356,66292,43.93108018555335,1104.8666666666666,500.15000000000003
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2009.0,34017,1150,2091.0,4872,1,148,8260,93013.0,139709,242058.0,35,13591,488406,59.12905569007264,8140.1,3942.1000000000004
DEN,"Denver, CO: Denver International",September,2009.0,18901,537,736.0,696,1,116,2089,30158.0,38955,19683.0,15,6405,95216,45.57970320727621,1586.9333333333334,789.2
IAD,"Washington, DC: Washington Dulles International",September,2009.0,5116,295,142.0,186,1,22,647,16899.0,8153,,31,2022,33322,51.502318392581145,555.3666666666667,185.5
ORD,"Chicago, IL: Chicago O'Hare International",September,2009.0,25917,730,922.0,1057,2,156,2868,51218.0,53135,,54,15974,162327,56.59937238493724,2705.45,1119.65
SAN,"San Diego, CA: San Diego International",September,2009.0,6636,255,242.0,142,2,28,664,10939.0,10460,4555.0,39,1565,27558,41.50301204819277,459.3,192.89999999999998
SFO,"San Francisco, CA: San Francisco International",September,2009.0,11217,318,502.0,744,5,28,1594,18279.0,28269,38219.0,132,1897,86796,54.451693851944796,1446.6,662.2
SLC,"Salt Lake City, UT: Salt Lake City International",September,2009.0,10298,236,334.0,346,7,21,943,18360.0,16742,10218.0,154,1296,46770,49.597030752916226,779.5,346.1
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2009.0,35768,1291,2761.0,5787,4,170,10016,92875.0,168219,258640.0,120,12389,532243,53.13927715654952,8870.716666666667,4759.85
DEN,"Denver, CO: Denver International",October,2009.0,19403,897,1705.0,1681,7,145,4433,50838.0,98397,58889.0,278,10800,219202,49.44777802842319,3653.366666666667,1749.15
IAD,"Washington, DC: Washington Dulles International",October,2009.0,5282,353,173.0,236,1,22,784,19457.0,9058,10232.0,29,1868,40644,51.84183673469388,677.4,227.3
ORD,"Chicago, IL: Chicago O'Hare International",October,2009.0,26759,998,1809.0,2560,7,93,5469,70213.0,102464,134875.0,1023,7103,315678,57.721338453099285,5261.3,2299.7
SAN,"San Diego, CA: San Diego International",October,2009.0,6832,441,617.0,472,6,20,1555,,28157,14982.0,159,1500,62505,40.19614147909968,1041.75,511.9
SFO,"San Francisco, CA: San Francisco International",October,2009.0,11663,511,951.0,1935,5,56,3458,,63771,126077.0,152,5271,225337,65.16396761133603,3755.616666666667,1599.05
SLC,"Salt Lake City, UT: Salt Lake City International",October,2009.0,10457,374,703.0,907,5,31,2021,20306.0,34070,28412.0,101,2503,85392,42.252350321622956,1423.2,831.45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2009.0,33915,920,1808.0,3858,1,80,6669,70726.0,95798,155603.0,27,4798,326952,49.02564102564103,5449.2,3130.1000000000004
DEN,"Denver, CO: Denver International",November,2009.0,17964,411,461.0,289,3,25,1188,26248.0,24732,7462.0,71,1451,59964,50.474747474747474,999.4,351.15
IAD,"Washington, DC: Washington Dulles International",November,2009.0,5042,275,116.0,263,0,15,667,,6199,9168.0,6,948,31862,47.76911544227886,531.0333333333333,220.75
ORD,"Chicago, IL: Chicago O'Hare International",November,2009.0,24925,674,624.0,652,1,37,1991,45788.0,31864,19589.0,34,3120,100395,50.42440984429935,1673.25,648.0
SAN,"San Diego, CA: San Diego International",November,2009.0,6371,223,170.0,97,2,20,508,9985.0,8199,2833.0,74,1257,22348,43.99212598425197,372.46666666666664,134.05
SFO,"San Francisco, CA: San Francisco International",November,2009.0,10936,260,326.0,536,1,13,1138,15876.0,20839,31884.0,25,865,69489,61.062390158172235,1158.15,459.20000000000005
SLC,"Salt Lake City, UT: Salt Lake City International",November,2009.0,9912,173,221.0,183,3,13,593,10609.0,10619,4953.0,57,743,26981,45.49915682967959,449.68333333333334,198.25
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2009.0,34122,,2789.0,5060,10,260,9660,115049.0,189980,236641.0,543,21141,563354,58.31821946169772,9389.233333333334,4385.7
DEN,"Denver, CO: Denver International",December,2009.0,19064,992,1885.0,1359,10,199,4442,57663.0,117888,48462.0,399,14402,238814,53.76271949572265,3980.233333333333,1647.85
IAD,"Washington, DC: Washington Dulles International",December,2009.0,5362,440,306.0,314,1,58,1120,25984.0,20035,14904.0,73,5233,66229,59.13303571428571,1103.8166666666666,353.90000000000003
ORD,"Chicago, IL: Chicago O'Hare International",December,2009.0,25716,1247,2294.0,3520,17,263,7340,100859.0,171765,253846.0,932,23749,551151,75.08869209809264,9185.85,3239.2
SAN,"San Diego, CA: San Diego International",December,2009.0,6561,424,624.0,427,6,46,1530,19155.0,32122,15637.0,175,3046,70135,45.83986928104575,1168.9166666666667,510.75
SFO,"San Francisco, CA: San Francisco International",December,2009.0,11402,515,969.0,1566,9,106,3168,33799.0,64193,96969.0,316,8607,203884,64.35732323232324,3398.0666666666666,1414.6000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",December,2009.0,10334,572,1171.0,911,6,86,2748,32698.0,67431,32883.0,195,6882,140089,50.97852983988355,2334.8166666666666,1029.45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2010.0,33729,1176,1837.0,2648,9,234,5908,103263.0,114573,144184.0,303,22850,385173,65.19515910629654,6419.55,2506.3
DEN,"Denver, CO: Denver International",January,2010.0,18999,682,1134.0,751,13,103,2680,38660.0,66117,26401.0,372,9628,141178,52.678358208955224,2352.9666666666667,931.3500000000001
IAD,"Washington, DC: Washington Dulles International",,2010.0,5738,425,262.0,357,3,54,1098,24644.0,18601,16229.0,83,3925,63482,57.816029143898,1058.0333333333333,364.65
ORD,"Chicago, IL: Chicago O'Hare International",January,2010.0,25460,1028,1760.0,2198,7,170,5164,73601.0,105689,86900.0,232,13279,279701,54.16363284275755,4661.683333333333,2126.7
SAN,"San Diego, CA: San Diego International",January,2010.0,6338,306,384.0,229,6,37,963,13933.0,19421,8345.0,631,2051,44381,46.086188992731046,739.6833333333333,301.04999999999995
SFO,"San Francisco, CA: San Francisco International",January,2010.0,11279,359,904.0,2184,6,103,3555,25773.0,71333,150748.0,501,8149,256504,72.15302390998593,4275.066666666667,1793.8000000000002
SLC,"Salt Lake City, UT: Salt Lake City International",January,2010.0,10452,387,602.0,498,6,60,1554,21916.0,31383,14336.0,166,4483,72284,46.51480051480051,1204.7333333333333,564.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",February,2010.0,31253,1194,1109.10407239819,2826,9,324,6557,90288.0,164040,129234.0,264,35073,418899,63.88577093182858,6981.65,2493.6312217194572
DEN,"Denver, CO: Denver International",February,2010.0,17813,604,1284.0,809,7,54,2758,30234.0,71402,25427.0,261,3572,130896,47.46047860768673,2181.6,965.05
IAD,"Washington, DC: Washington Dulles International",February,2010.0,5441,270,349.0,301,2,31,953,16243.0,22901,12502.0,111,3563,55320,58.0482686253935,922.0,331.35
ORD,"Chicago, IL: Chicago O'Hare International",February,2010.0,23737,763,1645.0,2578,7,134,5123,61463.0,101594,131522.0,234,11878,306691,59.86550849111848,5111.516666666666,2303.2
SAN,"San Diego, CA: San Diego International",February,2010.0,5843,292,344.0,156,6,28,826,13379.0,18512,4838.0,145,1590,38464,46.56658595641647,641.0666666666667,232.60000000000002
SFO,"San Francisco, CA: San Francisco International",February,2010.0,10307,339,815.0,1915,5,104,3177,22164.0,59540,122598.0,179,7659,212140,66.77368586717029,3535.6666666666665,1593.25
SLC,"Salt Lake City, UT: Salt Lake City International",February,2010.0,9507,371,440.0,359,7,33,1211,20377.0,22384,10314.0,179,2624,55878,46.142031379025596,931.3,398.35
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,,35186,1393,2238.0,3446,7,194,7275,116301.0,174209,,553,18234,497183,68.3413058419244,8286.383333333333,3105.3
DEN,"Denver, CO: Denver International",March,2010.0,20229,704,1330.0,710,10,86,2840,39611.0,74074,26253.0,325,7300,147563,51.95880281690141,2459.383333333333,946.5
IAD,"Washington, DC: Washington Dulles International",March,2010.0,6248,336,476.0,460,2,17,1294,,29736,13802.0,67,1665,64278,49.67387944358578,1071.3,458.79999999999995
ORD,"Chicago, IL: Chicago O'Hare International",,2010.0,27054,870,1691.0,2311,6,110,4990,66921.0,117606,141124.0,150,10425,336226,67.37995991983968,5603.766666666666,2119.45
SAN,"San Diego, CA: San Diego International",,2010.0,6615,316,456.0,140,6,32,947,13969.0,22766,4227.0,247,1636,42845,45.2428722280887,714.0833333333334,259.79999999999995
SFO,"San Francisco, CA: San Francisco International",March,2010.0,11534,377,694.0,1287,6,61,2423,25859.0,50051,79506.0,172,4121,159709,65.91374329343789,2661.8166666666666,1105.75
SLC,"Salt Lake City, UT: Salt Lake City International",March,2010.0,10594,344,470.0,307,3,23,1146,18626.0,25243,8768.0,68,1470,54175,47.27312390924956,902.9166666666666,363.55
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2010.0,34177,950,1295.0,1866,3,113,4227,73349.0,95114,98467.0,183,10079,277192,65.57653181925716,4619.866666666667,1247.9
DEN,"Denver, CO: Denver International",April,2010.0,19059,588,1053.0,816,11,70,2537,33097.0,56564,,350,4689,122726,48.37445802128498,2045.4333333333334,712.3
IAD,"Washington, DC: Washington Dulles International",April,2010.0,6245,235,266.0,191,4,13,710,13417.0,15787,6817.0,169,736,36926,52.00845070422535,615.4333333333333,169.2
ORD,"Chicago, IL: Chicago O'Hare International",April,2010.0,25754,708,1358.0,2185,8,67,4323,50594.0,86457,143513.0,304,6207,287075,66.40643071940782,4784.583333333333,1348.4
SAN,"San Diego, CA: San Diego International",April,2010.0,6493,328,367.0,219,2,14,929,14388.0,17133,6258.0,169,601,38549,41.495156081808396,642.4833333333333,211.7
SFO,"San Francisco, CA: San Francisco International",April,2010.0,11236,442,607.0,1256,10,42,2356,26919.0,41721,81668.0,455,3345,154108,65.41086587436332,2568.4666666666667,726.5000000000001
SLC,"Salt Lake City, UT: Salt Lake City International",April,2010.0,9940,325,529.0,404,5,18,1281,,28469,10936.0,146,1275,57665,45.01561280249805,961.0833333333334,338.3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2010.0,34856,1424,2181.0,3414,9,221,7247,115824.0,153104,183080.0,276,20431,472715,65.22906030081413,7878.583333333333,2240.9
DEN,"Denver, CO: Denver International",May,2010.0,19890,636,1225.0,1172,9,124,3165,41073.0,76198,62161.0,256,13786,193474,61.12922590837283,3224.5666666666666,960.3
IAD,"Washington, DC: Washington Dulles International",May,2010.0,6528,266,407.0,312,2,20,1004,15348.0,26946,12519.0,33,1053,55899,55.67629482071713,931.65,266.9
ORD,"Chicago, IL: Chicago O'Hare International",May,2010.0,26479,883,2044.0,3314,8,146,6396,66579.0,155467,234627.0,192,14088,470953,73.63242651657286,7849.216666666666,2084.8
SAN,"San Diego, CA: San Diego International",May,2010.0,6953,370,496.0,291,0,27,1185,16514.0,26802,9374.0,15,2193,54898,46.32742616033755,914.9666666666667,292.2
SFO,"San Francisco, CA: San Francisco International",May,2010.0,11738,494,804.0,1645,4,61,3008,31498.0,58924,98316.0,102,5678,194518,64.66688829787235,3241.9666666666667,960.2
SLC,"Salt Lake City, UT: Salt Lake City International",,2010.0,10277,429,561.0,420,6,15,1430,23407.0,31359,12189.0,186,1030,68171,47.67202797202797,1136.1833333333334,456.29999999999995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2010.0,35143,,2634.0,3586,10,232,8254,125254.0,174004,192206.0,413,20393,512270,62.0632420644536,8537.833333333334,2456.6
DEN,"Denver, CO: Denver International",June,2010.0,20444,851,1733.0,1125,4,110,3825,52525.0,108796,49047.0,114,8971,219453,57.373333333333335,3657.55,1079.9
IAD,"Washington, DC: Washington Dulles International",June,2010.0,6697,321,601.0,357,1,66,1348,23662.0,49165,18208.0,23,5443,96501,71.58827893175074,1608.35,389.1
